% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=588701, Wed Jan 17 15:43:33 2024
1 11 0.0009390528505803517 1.0000458343836967 1.0 1.0 1.0000041666753472 1.0000083333680556 1.0000125000781253 1.0000166668055563 1.0000208335503487 1.0000250003125026 1.000029167092018 1.0000333338888951 1.0000375007031337 1.0000416675347343 1.0000458343836967
2 22 0.0008878206672930302 1.0705289606105641 0.9320644385074789 0.9320644385074789 0.956489600193365 0.9732045153080131 0.9820754945128986 0.9973832744526033 1.0000200542939484 1.0000308104809739 1.0006406962128473 1.0012928366085903 1.0067790666419045 1.0233160752801997 1.0705289606105641
3 33 0.0008827600172054217 1.0632312164827216 0.8885765290213999 0.8885765290213999 0.9405501066553159 0.9523517701889135 0.9597949758582245 0.9818950949412503 0.9880952020460583 1.0001505968466273 1.0046147059652912 1.0157188823237682 1.021253543111969 1.045747594385852 1.0632312164827216
4 44 0.0009029426137124783 1.1125918602155842 0.8704654079202401 0.8704654079202401 0.9222203273129383 0.9346056677206099 0.943152381584376 0.9641834065726803 0.9820914205163905 0.9993982360011429 1.0092439245671638 1.0131568806269347 1.0363894581754143 1.0596502741898153 1.1125918602155842
5 55 0.0008536234450100833 1.1411852953164536 0.8694128539894435 0.8694128539894435 0.8815825443290599 0.9288978447819185 0.9361294644678401 0.9611728144638289 0.9782043146865538 0.9930585071404316 1.0101594147443476 1.027675830114747 1.0382794416448795 1.0677651310874459 1.1411852953164536
6 66 0.0008134962778269021 1.1586839791198178 0.8393002493613033 0.8393002493613033 0.878239958369582 0.9184398150061177 0.9254116854230996 0.9316847274630807 0.9577046343640692 0.9924190658147244 1.008637816124789 1.0292784691254926 1.0405014885759976 1.0644979233172551 1.1586839791198178
7 77 0.0007775289228919077 1.1536259432004026 0.8273789099788599 0.8273789099788599 0.8490753389603736 0.8904059175791136 0.9163117200696681 0.9272615186618991 0.9596762928288982 0.9918999363959968 1.0095713992009177 1.0268475575934324 1.0424702788358575 1.0854585490296094 1.1536259432004026
8 88 0.0007462055799792605 1.1627824182764461 0.809737978154824 0.809737978154824 0.8356913589260847 0.8508482048045718 0.9126533847691849 0.9248178973279733 0.9586344820546023 0.9743851451410588 1.0154592560494602 1.0262190635417034 1.0504678600522512 1.0874568552692696 1.1627824182764461
9 99 0.0007508799227876415 1.1608320161043464 0.7912844591021508 0.7912844591021508 0.8217677589147375 0.8422671221683615 0.9128572680255538 0.9245276289351789 0.949474321946476 0.9838510952942613 0.9966564974459855 1.041028770722364 1.0537787877409297 1.088812270357614 1.1608320161043464
10 110 0.0007451090946713496 1.2079260380482633 0.7825705398078819 0.7825705398078819 0.7977746095518099 0.8374288249632126 0.8837570057002778 0.9123985385023582 0.9396298210332618 0.9863265567360227 0.9903754883196636 1.0326459075673424 1.0599538950123057 1.1143970011815618 1.2079260380482633
11 121 0.0007465404022545737 1.2443539464718016 0.7705448769245206 0.7705448769245206 0.7840059601498963 0.8386374726268155 0.8785482862190743 0.9026727056899781 0.9441928876322756 0.9589022235338573 1.006677071436159 1.0326304240874737 1.0722497625067229 1.095980562216496 1.2443539464718016
